ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,JOB,BEGIN_MONTHS,STATUS,TARGET
5018423,F,N,Y,No children,202500,Secondary / secondary special,Married,Municipal apartment,-18817,-1094,1,0,0,0,Laborers,-15,0,0
5078818,F,N,N,2+ children,225000,Secondary / secondary special,Married,House / apartment,-14476,-4987,1,0,0,0,High skill tech staff,-32,C,0
5046539,M,Y,Y,1 children,373500,Higher education,Married,Office apartment,-13001,-1213,1,0,0,0,Core staff,-43,0,0
5139878,F,Y,Y,No children,720000,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,-29,C,0
5024645,F,Y,Y,No children,180000,Higher education,Married,House / apartment,-10213,-1707,1,0,0,0,Managers,-20,0,0
5053517,F,Y,Y,No children,225000,Secondary / secondary special,Married,Municipal apartment,-14597,-3346,1,0,0,0,Private service staff,-22,C,0
5066814,F,Y,N,1 children,360000,Higher education,Widow,House / apartment,-16480,-4023,1,0,0,1,Managers,-38,C,0
5135792,F,N,Y,No children,90000,Secondary / secondary special,Separated,House / apartment,-15093,-1843,1,0,1,0,Sales staff,-25,0,0
5146093,F,Y,Y,No children,175500,Secondary / secondary special,Married,House / apartment,-18053,-3141,1,0,0,0,Sales staff,-10,C,0
5085792,F,N,Y,No children,157500,Incomplete higher,Married,House / apartment,-14140,-2513,1,0,0,0,Drivers,-24,X,0
5090772,F,N,N,1 children,202500,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,-6,X,0
5062537,F,Y,Y,No children,135000,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,-14,0,0
5118146,F,Y,N,2+ children,180000,Higher education,Married,House / apartment,-15130,-5422,1,1,1,0,Accountants,-19,X,0
5062542,F,Y,Y,No children,135000,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,-16,C,0
5135882,F,N,Y,2+ children,99000,Secondary / secondary special,Married,House / apartment,-12017,-1083,1,1,1,0,Sales staff,0,X,0
5089475,M,N,N,No children,180000,Higher education,Married,House / apartment,-14344,-3443,1,0,0,0,Laborers,0,0,0
5054303,F,Y,N,No children,112500,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,-1,X,0
5023111,M,N,Y,No children,382500,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,-8,0,0
5022932,M,Y,Y,2+ children,315000,Higher education,Married,House / apartment,-12615,-1156,1,0,0,0,Laborers,-32,0,0
5093286,M,N,Y,No children,157500,Secondary / secondary special,Married,House / apartment,-17576,-1216,1,0,0,0,Laborers,-21,1,0
5053188,M,N,N,2+ children,157500,Higher education,Married,House / apartment,-11811,-4676,1,0,0,0,Laborers,-28,C,0
5045046,F,N,N,No children,202500,Higher education,Single / not married,House / apartment,-11991,-706,1,0,0,1,Laborers,-9,X,0
5091497,F,N,Y,No children,135000,Secondary / secondary special,Widow,House / apartment,-14436,-626,1,0,0,0,Cleaning staff,-46,0,0
5111157,F,Y,Y,1 children,81000,Higher education,Married,House / apartment,-10648,-1393,1,1,1,0,Core staff,-4,C,0
5010248,M,Y,Y,No children,225000,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,-21,C,0
5021668,M,N,Y,1 children,225000,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,-22,C,0
5118264,M,Y,N,1 children,360000,Secondary / secondary special,Married,House / apartment,-11294,-3536,1,0,1,0,Drivers,-36,0,0
5022198,M,Y,Y,2+ children,135000,Secondary / secondary special,Married,House / apartment,-11945,-735,1,0,0,1,Laborers,-6,C,0
5010185,M,N,N,1 children,247500,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,-1,C,0
5139497,F,N,Y,No children,270000,Higher education,Single / not married,House / apartment,-14010,-3050,1,0,1,1,Private service staff,-2,X,0
5022218,M,N,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-19161,-3347,1,1,1,0,Security staff,-2,0,0
5028343,F,Y,N,1 children,225000,Higher education,Single / not married,With parents,-13861,-5408,1,0,0,0,Laborers,-46,0,0
5029108,M,Y,N,1 children,315000,Secondary / secondary special,Married,House / apartment,-13230,-3643,1,0,0,1,High skill tech staff,-32,0,0
5137289,M,Y,N,1 children,225000,Secondary / secondary special,Married,House / apartment,-15243,-7260,1,1,1,0,High skill tech staff,-34,X,0
5113519,M,Y,Y,1 children,270000,Higher education,Married,House / apartment,-17193,-1137,1,0,0,0,Laborers,-5,0,0
5089611,F,Y,N,No children,247500,Higher education,Married,House / apartment,-15858,-1801,1,1,0,0,Laborers,-11,C,0
5078848,F,Y,Y,1 children,135000,Secondary / secondary special,Married,With parents,-10532,-117,1,0,0,0,Private service staff,-12,C,0
5088878,F,Y,Y,No children,292500,Secondary / secondary special,Married,House / apartment,-15375,-3200,1,0,0,1,Laborers,-17,0,0
5091323,M,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-15200,-1447,1,1,0,0,Drivers,-16,0,0
5038838,M,N,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18427,-1296,1,0,0,0,Laborers,-7,0,0
5143451,M,Y,Y,No children,247500,Secondary / secondary special,Civil marriage,House / apartment,-11912,-1749,1,0,0,0,High skill tech staff,-52,1,0
5036544,M,Y,N,No children,180000,Secondary / secondary special,Married,House / apartment,-12841,-968,1,0,0,0,Drivers,-11,C,0
5089069,M,N,N,2+ children,180000,Secondary / secondary special,Married,House / apartment,-14243,-3535,1,0,0,0,Laborers,-43,0,0
5113114,M,Y,Y,No children,202500,Secondary / secondary special,Married,House / apartment,-15423,-3231,1,1,1,0,Laborers,-6,C,0
5137255,M,Y,N,No children,135000,Secondary / secondary special,Single / not married,House / apartment,-18529,-1204,1,0,0,0,Drivers,-20,0,0
5146385,F,N,N,1 children,225000,Secondary / secondary special,Separated,House / apartment,-11509,-3506,1,0,0,0,Laborers,-48,C,0
5041511,M,N,Y,1 children,292500,Higher education,Married,Co-op apartment,-12954,-2590,1,0,0,0,Managers,-2,X,0
5010965,F,N,N,No children,256500,Higher education,Married,House / apartment,-11212,-2565,1,0,0,1,HR staff,-39,X,0
5136029,M,Y,N,No children,112500,Secondary / secondary special,Married,House / apartment,-19532,-2331,1,0,0,0,Laborers,-11,C,0
5143040,F,N,N,No children,135000,Higher education,Single / not married,House / apartment,-10370,-1384,1,1,0,0,Accountants,-34,0,0
5142421,M,N,Y,1 children,270000,Incomplete higher,Married,House / apartment,-12443,-1169,1,0,1,0,Drivers,-45,C,0
5036910,F,Y,Y,1 children,108000,Secondary / secondary special,Married,House / apartment,-15379,-796,1,0,0,0,Core staff,-37,X,0
5053742,F,N,Y,No children,360000,Higher education,Married,House / apartment,-16182,-3163,1,0,1,0,Managers,-24,C,0
5112854,F,N,Y,1 children,202500,Secondary / secondary special,Married,House / apartment,-14305,-3846,1,0,0,0,Sales staff,-9,X,0
5091071,M,N,Y,No children,202500,Secondary / secondary special,Married,House / apartment,-13424,-4754,1,0,0,1,Laborers,-58,0,0
5046556,M,Y,Y,No children,360000,Higher education,Married,House / apartment,-17255,-4865,1,0,0,0,Laborers,-6,C,0
5061609,M,Y,Y,1 children,225000,Secondary / secondary special,Married,House / apartment,-11378,-867,1,0,1,0,Drivers,-35,X,0
5142894,F,N,N,No children,247500,Secondary / secondary special,Married,House / apartment,-15260,-622,1,1,0,0,Laborers,-5,0,0
5048535,F,Y,Y,1 children,270000,Academic degree,Married,House / apartment,-12155,-979,1,0,0,0,Sales staff,-17,C,0
5024981,M,N,N,No children,270000,Secondary / secondary special,Married,House / apartment,-14255,-762,1,1,1,1,Drivers,-49,C,0
5025245,M,Y,N,No children,270000,Higher education,Married,House / apartment,-11812,-642,1,0,0,0,High skill tech staff,-7,C,0
5099993,F,N,N,No children,202500,Higher education,Married,Municipal apartment,-17761,-8527,1,0,0,0,Core staff,-4,C,0
5024412,M,Y,N,No children,270000,Higher education,Married,House / apartment,-18582,-5084,1,0,0,0,Managers,-1,X,0
5028239,F,N,Y,No children,157500,Secondary / secondary special,Married,House / apartment,-16834,-5074,1,0,0,0,Laborers,-40,C,0
5078894,F,N,Y,1 children,99000,Secondary / secondary special,Married,House / apartment,-14798,-3251,1,1,1,0,Laborers,-6,C,0
5010367,F,Y,Y,1 children,157500,Higher education,Separated,House / apartment,-9800,-2109,1,0,0,1,Medicine staff,-3,0,0
5029078,F,N,Y,1 children,135000,Incomplete higher,Separated,House / apartment,-10153,-599,1,0,0,0,Sales staff,-11,C,0
5126768,F,Y,Y,1 children,355500,Secondary / secondary special,Married,House / apartment,-15220,-288,1,0,0,0,Core staff,-23,C,0
5029214,F,N,Y,No children,126000,Secondary / secondary special,Married,House / apartment,-21800,-2544,1,1,1,0,Laborers,-20,X,0
5061181,M,Y,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-12616,-777,1,0,0,0,Laborers,-8,C,0
5009153,F,N,N,No children,180000,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,-24,C,0
5079132,F,N,Y,No children,99000,Secondary / secondary special,Married,House / apartment,-15291,-4681,1,0,0,0,Sales staff,-40,C,0
5114604,F,N,Y,1 children,180000,Higher education,Separated,House / apartment,-17289,-5550,1,0,0,1,Managers,0,C,0
5096461,M,Y,N,No children,225000,Secondary / secondary special,Married,House / apartment,-9970,-1315,1,0,0,0,Drivers,-12,C,0
5021368,M,N,Y,No children,270000,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,-16,C,0
5143237,F,Y,Y,1 children,1575000,Higher education,Single / not married,House / apartment,-10142,-2479,1,0,0,0,Managers,-29,C,0
5025213,M,Y,Y,No children,225000,Secondary / secondary special,Single / not married,With parents,-8527,-581,1,0,1,0,Drivers,0,C,0
5068016,M,Y,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-15438,-3377,1,0,0,0,Laborers,-5,0,0
5115856,F,Y,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-15649,-8412,1,1,1,0,Medicine staff,-25,C,0
5050758,M,N,N,No children,247500,Secondary / secondary special,Married,House / apartment,-17974,-1413,1,0,0,0,Drivers,-33,0,0
5047840,M,Y,Y,No children,315000,Secondary / secondary special,Married,House / apartment,-21871,-979,1,0,0,0,Drivers,-17,C,0
5062635,M,N,Y,No children,405000,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,-22,X,0
5091513,F,N,N,No children,148500,Secondary / secondary special,Civil marriage,House / apartment,-14920,-2177,1,0,0,0,Sales staff,-27,C,0
5112855,F,Y,Y,No children,279000,Higher education,Married,House / apartment,-9949,-1229,1,0,0,1,IT staff,-3,0,0
5096794,M,Y,N,2+ children,162000,Secondary / secondary special,Married,With parents,-12056,-1711,1,0,0,0,Drivers,-26,C,0
5047659,F,Y,N,1 children,162000,Secondary / secondary special,Separated,House / apartment,-14786,-4601,1,0,0,0,Sales staff,-30,C,0
5069249,F,N,N,No children,180000,Higher education,Single / not married,House / apartment,-13619,-385,1,0,0,0,IT staff,-46,0,0
5096135,M,N,N,1 children,180000,Secondary / secondary special,Married,House / apartment,-15997,-1892,1,1,1,0,Laborers,-17,0,0
5125970,M,Y,Y,No children,202500,Secondary / secondary special,Married,House / apartment,-14858,-1109,1,0,0,0,Laborers,-9,1,0
5149932,F,N,N,No children,450000,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,-30,C,0
5105188,M,N,Y,No children,315000,Higher education,Single / not married,House / apartment,-10499,-545,1,0,0,1,Laborers,-24,0,0
5025257,F,Y,Y,2+ children,157500,Secondary / secondary special,Married,House / apartment,-11688,-2803,1,0,1,0,Core staff,-17,0,0
5096234,F,N,N,No children,117000,Secondary / secondary special,Married,House / apartment,-17087,-7310,1,1,1,0,Medicine staff,-19,0,0
5054629,M,Y,Y,1 children,360000,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,-10,0,0
5041295,F,N,Y,1 children,180000,Incomplete higher,Married,House / apartment,-12179,-1159,1,0,1,0,High skill tech staff,-26,0,0
5038932,F,N,Y,No children,94500,Higher education,Separated,House / apartment,-14548,-6317,1,0,1,0,Medicine staff,-21,C,0
5023201,M,Y,Y,2+ children,180000,Secondary / secondary special,Married,House / apartment,-15790,-1939,1,0,0,0,Drivers,-11,0,0
5024073,F,N,Y,No children,180000,Higher education,Married,House / apartment,-15976,-854,1,0,0,0,Laborers,-19,C,0
5010081,M,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,-42,X,0
5033474,M,N,N,No children,270000,Secondary / secondary special,Married,With parents,-11508,-4160,1,0,0,0,Core staff,-2,X,0
5054019,F,N,N,No children,202500,Secondary / secondary special,Married,Office apartment,-19760,-2099,1,0,0,0,Cleaning staff,-6,C,0
5105553,F,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-18353,-4136,1,1,0,0,Laborers,-17,C,0
5048274,F,Y,N,1 children,112500,Higher education,Single / not married,House / apartment,-10028,-1618,1,0,0,0,Core staff,-50,0,0
5022935,M,N,N,1 children,135000,Lower secondary,Married,House / apartment,-11642,-248,1,1,1,0,Low-skill Laborers,-7,C,0
5046481,M,Y,Y,No children,292500,Secondary / secondary special,Married,With parents,-9980,-351,1,0,0,0,Drivers,-24,0,0
5067064,F,Y,Y,2+ children,450000,Secondary / secondary special,Married,House / apartment,-14874,-4693,1,0,0,0,Core staff,-6,0,0
5033558,F,N,N,2+ children,382500,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,-20,X,0
5058530,M,N,N,No children,391500,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,-11,C,0
5010636,F,Y,Y,No children,180000,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,-30,0,0
5132464,M,Y,Y,No children,135000,Secondary / secondary special,Civil marriage,Rented apartment,-11041,-864,1,0,0,0,Drivers,-11,0,0
5022531,M,N,Y,No children,225000,Secondary / secondary special,Married,With parents,-18630,-1462,1,0,0,0,Laborers,-29,0,0
5029442,F,Y,Y,No children,225000,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,-45,C,0
5105189,M,N,Y,No children,315000,Higher education,Single / not married,House / apartment,-10499,-545,1,0,0,1,Laborers,-2,C,0
5054546,M,N,Y,1 children,202500,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,-4,C,0
5113722,M,N,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-19551,-1927,1,0,1,1,Laborers,-13,C,0
5011011,F,Y,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-12021,-130,1,0,1,1,Sales staff,-42,1,0
5008948,M,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-15484,-1408,1,1,1,0,Drivers,-11,X,0
5065364,F,N,Y,1 children,216000,Higher education,Single / not married,House / apartment,-10512,-1782,1,0,1,0,Core staff,-15,C,0
5090653,M,Y,Y,No children,162000,Secondary / secondary special,Married,House / apartment,-10430,-1130,1,0,0,1,Laborers,-1,C,0
5058408,M,Y,Y,No children,247500,Higher education,Married,House / apartment,-12843,-2609,1,0,0,0,Managers,-10,C,0
5062402,M,Y,Y,No children,202500,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,-2,C,0
5085768,M,Y,Y,1 children,405000,Higher education,Married,House / apartment,-11532,-4917,1,0,0,0,Managers,-12,0,0
5117221,F,N,Y,No children,202500,Secondary / secondary special,Civil marriage,House / apartment,-11107,-1953,1,0,0,0,Core staff,-22,0,0
5095195,F,N,Y,No children,112500,Secondary / secondary special,Separated,House / apartment,-15817,-2407,1,0,1,0,Medicine staff,-40,0,0
5114214,M,Y,N,2+ children,225000,Secondary / secondary special,Married,House / apartment,-14136,-2628,1,1,0,0,Managers,-2,C,0
5096100,F,Y,N,2+ children,112500,Secondary / secondary special,Civil marriage,House / apartment,-10668,-401,1,1,1,0,Sales staff,-19,0,0
5056042,F,N,Y,No children,45000,Secondary / secondary special,Widow,House / apartment,-17258,-878,1,0,0,0,Sales staff,-8,0,0
5113362,M,N,Y,No children,148500,Higher education,Single / not married,House / apartment,-9382,-2049,1,0,1,1,Medicine staff,-19,X,0
5022102,F,N,N,No children,94500,Secondary / secondary special,Single / not married,Rented apartment,-17836,-2561,1,0,0,0,Security staff,-2,C,0
5009602,F,Y,N,No children,315000,Higher education,Married,House / apartment,-13455,-2748,1,1,1,0,Sales staff,-11,C,0
5091725,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-14116,-2269,1,0,0,0,Medicine staff,-39,0,0
5095386,M,Y,Y,1 children,270000,Secondary / secondary special,Married,Municipal apartment,-8900,-673,1,0,1,1,Core staff,-22,0,0
5117984,F,N,Y,No children,135000,Higher education,Married,House / apartment,-13570,-3626,1,0,0,0,Accountants,-4,C,0
5042051,F,N,N,No children,157500,Secondary / secondary special,Widow,House / apartment,-16509,-2013,1,1,1,0,Sales staff,-18,0,0
5112838,F,N,Y,No children,202500,Higher education,Married,House / apartment,-15903,-2051,1,1,1,1,Accountants,-4,C,0
5096104,F,Y,N,2+ children,112500,Secondary / secondary special,Civil marriage,House / apartment,-10668,-401,1,1,1,0,Sales staff,-8,0,0
5010543,F,Y,Y,No children,315000,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,-8,0,0
5142527,M,Y,N,No children,90000,Secondary / secondary special,Single / not married,House / apartment,-19377,-103,1,0,0,0,Laborers,-15,X,0
5132844,F,Y,Y,No children,126000,Lower secondary,Married,With parents,-11719,-285,1,0,1,0,Core staff,-39,C,0
5125519,M,N,Y,1 children,202500,Secondary / secondary special,Married,House / apartment,-14952,-104,1,0,1,0,Security staff,-14,C,0
5089563,F,Y,N,No children,157500,Incomplete higher,Single / not married,House / apartment,-11406,-3078,1,1,0,0,Managers,-36,C,0
5113805,F,N,Y,1 children,337500,Secondary / secondary special,Married,House / apartment,-12790,-3329,1,0,0,1,Core staff,-34,X,0
5067726,F,N,Y,1 children,135000,Incomplete higher,Married,House / apartment,-10288,-2616,1,1,1,0,Managers,-15,C,0
5022878,F,Y,Y,2+ children,225000,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,-3,C,0
5054149,F,N,N,No children,135000,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,-20,0,0
5062160,F,N,Y,No children,166500,Higher education,Widow,House / apartment,-20422,-2328,1,0,0,0,Cleaning staff,-20,0,0
5067081,F,N,N,1 children,225000,Secondary / secondary special,Civil marriage,House / apartment,-17616,-7189,1,1,1,0,Managers,-4,X,0
5023915,M,Y,N,1 children,225000,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,1,0,0,0,Managers,-14,0,0
5033952,F,N,Y,No children,157500,Secondary / secondary special,Civil marriage,House / apartment,-18221,-1510,1,0,1,1,Sales staff,-31,C,0
5139388,M,N,Y,No children,247500,Higher education,Civil marriage,House / apartment,-15995,-401,1,0,0,0,Core staff,-5,C,0
5046327,F,N,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-14,0,0
5137328,F,N,N,1 children,157500,Secondary / secondary special,Married,House / apartment,-10087,-2908,1,1,1,0,Sales staff,-15,X,0
5137245,F,N,N,No children,90000,Secondary / secondary special,Married,House / apartment,-17355,-3273,1,1,1,0,Secretaries,-6,C,0
5143457,M,Y,Y,No children,247500,Secondary / secondary special,Civil marriage,House / apartment,-11912,-1749,1,0,0,0,High skill tech staff,-7,0,0
5126486,F,N,N,No children,76500,Secondary / secondary special,Widow,House / apartment,-19709,-3271,1,0,0,0,Sales staff,-16,X,0
5054717,F,N,Y,No children,103500,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,1,0,Laborers,0,C,0
5009226,F,Y,N,No children,225000,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,-19,0,0
5113631,M,Y,Y,No children,270000,Higher education,Married,House / apartment,-12765,-741,1,0,0,1,Managers,-36,C,0
5149519,F,N,Y,No children,90000,Lower secondary,Married,House / apartment,-16684,-2451,1,0,0,0,Medicine staff,-34,X,0
5099970,M,N,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-21854,-764,1,0,0,0,Laborers,-47,0,0
5042022,F,N,N,No children,202500,Incomplete higher,Single / not married,House / apartment,-21381,-156,1,0,0,0,Managers,-17,0,0
5029795,F,Y,Y,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-18256,-2391,1,0,0,0,Sales staff,-2,C,0
5010083,M,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,-4,0,0
5026119,M,Y,Y,No children,225000,Secondary / secondary special,Married,House / apartment,-16277,-6979,1,0,0,0,High skill tech staff,-13,C,0
5111166,M,Y,Y,No children,202500,Secondary / secondary special,Single / not married,House / apartment,-13443,-2520,1,0,1,1,Managers,-19,X,0
5024896,F,Y,Y,2+ children,126000,Secondary / secondary special,Married,House / apartment,-12264,-1097,1,0,0,0,Laborers,-3,C,0
5149544,F,N,Y,No children,130500,Secondary / secondary special,Married,House / apartment,-12676,-3455,1,0,0,0,Core staff,-13,C,0
5099970,M,N,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-21854,-764,1,0,0,0,Laborers,-37,0,0
5053670,F,Y,Y,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-12075,-1430,1,0,1,0,High skill tech staff,-22,X,0
5068094,F,Y,Y,1 children,234000,Secondary / secondary special,Married,House / apartment,-10865,-1481,1,0,0,0,Sales staff,-54,0,0
5113494,F,N,Y,1 children,135000,Incomplete higher,Married,House / apartment,-9734,-2049,1,1,1,1,Core staff,-23,X,0
5053395,F,N,Y,No children,135000,Secondary / secondary special,Civil marriage,House / apartment,-16300,-9698,1,0,0,1,Managers,-36,0,0
5125922,F,N,N,No children,157500,Higher education,Married,House / apartment,-11615,-2936,1,0,0,0,Sales staff,-9,C,0
5146553,F,N,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-17816,-1285,1,0,0,0,Medicine staff,-25,C,0
5047980,F,N,N,No children,180000,Secondary / secondary special,Widow,Municipal apartment,-21413,-461,1,0,0,0,Cleaning staff,-7,0,0
5033587,M,N,N,No children,382500,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,1,0,Managers,-34,X,0
5050582,F,N,N,No children,126000,Secondary / secondary special,Married,House / apartment,-15653,-2235,1,1,0,0,Laborers,-8,C,0
5114575,F,N,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-22011,-4273,1,0,0,0,Core staff,-36,C,0
5091494,F,N,Y,No children,135000,Secondary / secondary special,Widow,House / apartment,-14436,-626,1,0,0,0,Cleaning staff,-6,C,0
5115655,F,Y,N,No children,270000,Secondary / secondary special,Married,House / apartment,-14775,-498,1,0,0,0,Managers,-11,C,0
5149169,M,Y,Y,No children,202500,Secondary / secondary special,Married,House / apartment,-21500,-2967,1,0,0,0,Laborers,-43,0,0
5117080,F,N,N,No children,180000,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,-25,0,0
5050878,F,N,N,No children,270000,Secondary / secondary special,Married,House / apartment,-13101,-2204,1,1,1,0,Accountants,-10,0,0
5090134,F,Y,Y,No children,256500,Higher education,Married,House / apartment,-14212,-3330,1,0,0,0,Managers,-6,C,0
5085683,M,Y,Y,No children,337500,Higher education,Married,House / apartment,-18596,-7566,1,0,0,0,Managers,-12,C,0
5010549,F,Y,Y,No children,315000,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,-5,X,0
5053802,M,N,N,No children,180000,Higher education,Married,House / apartment,-14972,-1063,1,0,0,0,Core staff,-40,0,0
5113732,F,Y,Y,2+ children,90000,Secondary / secondary special,Married,House / apartment,-15525,-3357,1,0,0,0,Accountants,-19,X,0
5033943,M,Y,Y,No children,202500,Secondary / secondary special,Married,House / apartment,-12353,-5352,1,1,1,0,Laborers,-11,0,0
5061959,F,N,N,No children,90000,Higher education,Married,Rented apartment,-15859,-1536,1,0,0,0,Core staff,-31,0,0
5137374,M,Y,N,1 children,202500,Incomplete higher,Married,House / apartment,-11745,-231,1,1,0,0,Drivers,-8,C,0
5041899,F,N,N,No children,135000,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,-30,C,0
5048616,M,Y,Y,No children,315000,Higher education,Married,Office apartment,-13630,-4387,1,0,0,0,Core staff,-3,C,0
5137232,M,Y,N,No children,180000,Secondary / secondary special,Married,Municipal apartment,-14084,-2696,1,1,0,0,Drivers,-14,C,0
5139913,F,Y,N,1 children,166500,Higher education,Married,House / apartment,-14489,-5819,1,0,0,0,Medicine staff,-22,0,0
5117003,F,N,Y,1 children,360000,Secondary / secondary special,Married,House / apartment,-11760,-187,1,0,0,1,Sales staff,-11,C,0
5047674,F,N,N,1 children,180000,Higher education,Married,House / apartment,-14069,-2500,1,1,1,1,Core staff,-22,C,0
5033707,F,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-16668,-2277,1,0,0,0,Laborers,-39,C,0
5029121,F,N,Y,No children,123750,Secondary / secondary special,Married,House / apartment,-16686,-599,1,0,0,0,Cleaning staff,-15,X,0
5142572,F,N,Y,No children,126000,Higher education,Single / not married,House / apartment,-19728,-2905,1,0,0,1,Laborers,-24,C,0
5125474,F,Y,Y,No children,207000,Secondary / secondary special,Married,House / apartment,-13130,-3117,1,0,1,0,Private service staff,-7,C,0
5117524,F,N,N,1 children,144000,Secondary / secondary special,Single / not married,Rented apartment,-14427,-3506,1,1,1,0,High skill tech staff,-12,X,0
5116933,F,Y,Y,1 children,247500,Higher education,Civil marriage,House / apartment,-15340,-1009,1,0,1,0,Sales staff,-38,0,0
5008879,F,N,Y,2+ children,126000,Higher education,Married,House / apartment,-12411,-1773,1,0,0,1,Managers,0,C,0
5051150,F,N,N,No children,234000,Higher education,Single / not married,House / apartment,-10621,-1931,1,0,0,0,Managers,-21,0,0
5037265,F,N,N,2+ children,247500,Secondary / secondary special,Single / not married,House / apartment,-12891,-1090,1,0,0,0,Private service staff,0,0,0
5143137,M,N,N,No children,112500,Secondary / secondary special,Married,House / apartment,-20154,-5706,1,1,0,0,Drivers,-13,1,0
5009271,M,N,N,No children,180000,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,-38,X,0
5117414,F,N,N,No children,112500,Higher education,Married,House / apartment,-13574,-188,1,0,1,0,Core staff,0,C,0
5024944,M,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-15623,-1645,1,0,0,0,Laborers,-38,0,0
5009757,M,Y,N,No children,270000,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,-10,C,0
5136014,M,N,N,1 children,112500,Secondary / secondary special,Civil marriage,House / apartment,-13080,-1327,1,0,0,0,High skill tech staff,-22,0,0
5023309,M,Y,N,1 children,225000,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,-11,C,0
5126736,M,N,Y,No children,229500,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,1,0,Drivers,-4,0,0
5115698,M,Y,Y,No children,76500,Secondary / secondary special,Married,House / apartment,-18177,-2263,1,1,1,0,Laborers,-34,X,0
